Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2023-10-09 00:00:00+05:30,3592.740764587031,3626.2035077310243,3578.892344814175,3586.136962890625,4233074,0.0,0.0,TCS.NS
2023-10-10 00:00:00+05:30,3587.8123985257544,3595.648261494537,3549.6678228264464,3576.822265625,1848148,0.0,0.0,TCS.NS
2023-10-11 00:00:00+05:30,3597.619600098741,3597.619600098741,3553.2653858509484,3558.094970703125,2426417,0.0,0.0,TCS.NS
2023-10-12 00:00:00+05:30,3523.695938777219,3537.1499542886536,3487.3255790485623,3491.711669921875,4241281,0.0,0.0,TCS.NS
2023-10-13 00:00:00+05:30,3479.3418448617076,3525.667359510008,3474.413598622527,3519.605712890625,2890357,0.0,0.0,TCS.NS
2023-10-16 00:00:00+05:30,3514.825232919249,3523.351002694936,3468.598379251481,3473.477294921875,1671104,0.0,0.0,TCS.NS
2023-10-17 00:00:00+05:30,3479.341547442418,3483.43189521648,3453.074093487774,3456.720947265625,1672065,0.0,0.0,TCS.NS
2023-10-18 00:00:00+05:30,3460.614245980895,3472.146293176187,3434.001718313141,3437.205078125,1408245,0.0,0.0,TCS.NS
2023-10-19 00:00:00+05:30,3428.558487035286,3435.8218505458417,3411.1660776990743,3414.871826171875,1514545,9.0,0.0,TCS.NS
2023-10-20 00:00:00+05:30,3409.6835897774486,3458.2042836023197,3403.4086674662667,3453.312744140625,1481211,0.0,0.0,TCS.NS
2023-10-23 00:00:00+05:30,3432.017131332003,3437.8968705639245,3361.16326990455,3369.90869140625,1106272,0.0,0.0,TCS.NS
2023-10-25 00:00:00+05:30,3350.490642308537,3384.5835274758115,3337.347539774728,3350.095458984375,1518537,0.0,0.0,TCS.NS
2023-10-26 00:00:00+05:30,3328.3056955884135,3333.8889267986397,3290.704652730951,3297.375,1984471,0.0,0.0,TCS.NS
2023-10-27 00:00:00+05:30,3310.468729315403,3322.327124763697,3297.6221342464178,3311.407470703125,1108851,0.0,0.0,TCS.NS
2023-10-30 00:00:00+05:30,3310.468495197579,3342.9309469453938,3294.4102524969935,3338.681640625,910972,0.0,0.0,TCS.NS
2023-10-31 00:00:00+05:30,3358.8903515624997,3358.8903515624997,3310.518030673807,3328.997314453125,999811,0.0,0.0,TCS.NS
2023-11-01 00:00:00+05:30,3315.40968075716,3331.813890733627,3271.9288980587057,3291.346923828125,1563475,0.0,0.0,TCS.NS
2023-11-02 00:00:00+05:30,3303.7487454459397,3336.1122812779586,3303.7487454459397,3320.449462890625,1245384,0.0,0.0,TCS.NS
2023-11-03 00:00:00+05:30,3342.090767507504,3347.921048155713,3304.835693957236,3311.357666015625,1402598,0.0,0.0,TCS.NS
2023-11-06 00:00:00+05:30,3335.173524560753,3352.269425249692,3319.3623315554278,3340.361572265625,1099852,0.0,0.0,TCS.NS
2023-11-07 00:00:00+05:30,3338.1382012193376,3363.979523887137,3326.279806188363,3330.67724609375,1191144,0.0,0.0,TCS.NS
2023-11-08 00:00:00+05:30,3331.665571675941,3361.8056601861667,3329.788088895567,3341.646484375,992899,0.0,0.0,TCS.NS
2023-11-09 00:00:00+05:30,3350.0955885174876,3351.4789714652047,3302.612549087932,3307.94873046875,2112352,0.0,0.0,TCS.NS
2023-11-10 00:00:00+05:30,3298.610125773676,3307.948563348156,3283.144899189355,3294.11376953125,1338557,0.0,0.0,TCS.NS
2023-11-13 00:00:00+05:30,3316.3977593774716,3316.3977593774716,3287.739971826236,3292.236328125,1030990,0.0,0.0,TCS.NS
2023-11-15 00:00:00+05:30,3343.1781465243307,3372.725217912519,3316.4472992262404,3364.1279296875,2059802,0.0,0.0,TCS.NS
2023-11-16 00:00:00+05:30,3389.5739952753343,3487.7022611740717,3373.9109355317732,3456.573974609375,3951984,0.0,0.0,TCS.NS
2023-11-17 00:00:00+05:30,3456.57381169764,3482.909232585868,3451.3363059531,3461.119384765625,2021292,0.0,0.0,TCS.NS
2023-11-20 00:00:00+05:30,3450.0518278568634,3492.198443979734,3450.0518278568634,3478.0673828125,1475621,0.0,0.0,TCS.NS
2023-11-21 00:00:00+05:30,3478.0672968690947,3497.2877302193624,3459.686688396031,3468.778076171875,1807236,0.0,0.0,TCS.NS
2023-11-22 00:00:00+05:30,3458.698554735041,3490.963174748918,3440.021679043338,3488.49267578125,1798051,0.0,0.0,TCS.NS
2023-11-23 00:00:00+05:30,3488.344414449423,3502.17920816112,3458.698427924357,3466.85107421875,2729804,0.0,0.0,TCS.NS
2023-11-24 00:00:00+05:30,3453.016450255016,3463.194954380922,3412.2532167791574,3416.304931640625,1989733,0.0,0.0,TCS.NS
2023-11-28 00:00:00+05:30,3416.3048720540482,3440.1697954598,3392.4891656196746,3429.20068359375,1689195,0.0,0.0,TCS.NS
2023-11-29 00:00:00+05:30,3439.922597885539,3476.485980856457,3434.784008530746,3472.2861328125,1441634,0.0,0.0,TCS.NS
2023-11-30 00:00:00+05:30,3458.1548440527677,3475.1518279480715,3439.922610728159,3446.44482421875,3266235,0.0,0.0,TCS.NS
2023-12-01 00:00:00+05:30,3458.698508966875,3475.4484434940823,3448.8659714576015,3470.2109375,1172141,0.0,0.0,TCS.NS
2023-12-04 00:00:00+05:30,3502.8214421357216,3505.9344154773316,3456.722029582967,3471.00146484375,1625213,0.0,0.0,TCS.NS
2023-12-05 00:00:00+05:30,3496.2499175621,3496.2499175621,3461.465342552813,3489.925537109375,1377656,0.0,0.0,TCS.NS
2023-12-06 00:00:00+05:30,3490.9140403533547,3570.2170590913724,3483.551760247821,3561.5703125,1896572,0.0,0.0,TCS.NS
2023-12-07 00:00:00+05:30,3562.459352668365,3587.7078992450333,3549.3162504939687,3572.242431640625,1967653,0.0,0.0,TCS.NS
2023-12-08 00:00:00+05:30,3590.1290258346658,3601.9874206351105,3559.544297497117,3583.9033203125,1641155,0.0,0.0,TCS.NS
2023-12-11 00:00:00+05:30,3580.148118017132,3609.8930215145874,3572.341437934638,3599.912109375,1102503,0.0,0.0,TCS.NS
2023-12-12 00:00:00+05:30,3596.008860999109,3654.757278555987,3588.152722486029,3628.767822265625,2236866,0.0,0.0,TCS.NS
2023-12-13 00:00:00+05:30,3600.554508612192,3606.9283474399836,3520.95498682977,3551.14453125,3850968,0.0,0.0,TCS.NS
2023-12-14 00:00:00+05:30,3587.164419731875,3634.5979988357676,3584.792837280544,3623.974853515625,3290396,0.0,0.0,TCS.NS
2023-12-15 00:00:00+05:30,3623.431486894957,3849.9762490605076,3623.431486894957,3815.438720703125,8531230,0.0,0.0,TCS.NS
2023-12-18 00:00:00+05:30,3812.5730372869243,3882.636293599602,3784.952664995372,3813.659912109375,2521612,0.0,0.0,TCS.NS
2023-12-19 00:00:00+05:30,3799.6274328416553,3809.608345228929,3745.2764552587446,3771.167236328125,2004435,0.0,0.0,TCS.NS
2023-12-20 00:00:00+05:30,3782.0868192934417,3852.792547059502,3722.1031534083013,3735.44384765625,2586083,0.0,0.0,TCS.NS
2023-12-21 00:00:00+05:30,3711.924671336763,3761.7792918818855,3699.1769932621937,3742.805908203125,1517562,0.0,0.0,TCS.NS
2023-12-22 00:00:00+05:30,3755.158453905433,3800.5661769579615,3717.6068693663783,3778.875244140625,2413058,0.0,0.0,TCS.NS
2023-12-26 00:00:00+05:30,3774.7742845162334,3788.757212152157,3745.424563808732,3750.760986328125,1285231,0.0,0.0,TCS.NS
2023-12-27 00:00:00+05:30,3754.1700879686496,3773.143471064178,3723.5359019388975,3766.22607421875,1293976,0.0,0.0,TCS.NS
2023-12-28 00:00:00+05:30,3778.8750315303073,3792.709825055784,3747.3515627868314,3755.059326171875,1682889,0.0,0.0,TCS.NS
2023-12-29 00:00:00+05:30,3747.2526034952516,3777.4916055020008,3720.9663995934557,3748.635986328125,1574996,0.0,0.0,TCS.NS
2024-01-01 00:00:00+05:30,3745.2763341764967,3786.7807157161833,3728.476941648528,3766.12744140625,825907,0.0,0.0,TCS.NS
2024-01-02 00:00:00+05:30,3766.1275539417175,3766.1275539417175,3722.7949054164797,3738.556640625,1344068,0.0,0.0,TCS.NS
2024-01-03 00:00:00+05:30,3722.548058355412,3727.340923131921,3643.541545082125,3648.18603515625,1803075,0.0,0.0,TCS.NS
2024-01-04 00:00:00+05:30,3658.067554088886,3675.1139957200153,3607.916428710346,3623.530029296875,3598144,0.0,0.0,TCS.NS
2024-01-05 00:00:00+05:30,3631.6336002275048,3703.525122517723,3631.4854667885074,3693.791259765625,1963127,0.0,0.0,TCS.NS
2024-01-08 00:00:00+05:30,3693.7910809418245,3695.619346652536,3629.0640090237175,3634.89453125,1067805,0.0,0.0,TCS.NS
